Error loading layout at './core/test-layouts': Path './core/test-layouts' either doesn't exist or is not a directory
Error loading layout from './layouts/test': Is a directory (os error 21)
Error loading layout from './layouts/goalseed-gen': Is a directory (os error 21)
Error loading layout from './layouts/goalseed-best': Is a directory (os error 21)
Error loading layout from './layouts/long-run': Is a directory (os error 21)
> MCTS: 30 positions, 2400s rollouts, exploration=1.41, tree depth=all 30, policy=[SA { initial_temp: 10.0, final_temp: 1e-5, iterations: 1000 }]

  5.09K rollouts | best: -2.41T | avg: -38.2T | 24 rollouts/s | 213.7s elapsed   
  5.11K rollouts | best: -2.41T | avg: -38.3T | 24 rollouts/s | 214.6s elapsed   
  5.13K rollouts | best: -2.41T | avg: -38.4T | 24 rollouts/s | 215.4s elapsed   
  5.15K rollouts | best: -2.41T | avg: -38.5T | 24 rollouts/s | 216.2s elapsed   
  5.17K rollouts | best: -2.41T | avg: -38.6T | 24 rollouts/s | 217.1s elapsed   
  5.19K rollouts | best: -2.41T | avg: -38.7T | 24 rollouts/s | 217.9s elapsed   
  5.21K rollouts | best: -2.41T | avg: -38.7T | 24 rollouts/s | 218.8s elapsed   
  5.23K rollouts | best: -2.41T | avg: -38.8T | 24 rollouts/s | 219.6s elapsed   
  5.25K rollouts | best: -2.41T | avg: -38.9T | 24 rollouts/s | 220.5s elapsed   
  5.27K rollouts | best: -2.41T | avg: -39.0T | 24 rollouts/s | 221.3s elapsed   
